1,22474235,"['cosmos1j6y7gafqnlv25hmeqh3tkcdf3d072uhgpp42x0', 'osmo1j6y7gafqnlv25hmeqh3tkcdf3d072uhgf6x6sa', '1000000', 'uatom']",2024-10-04T18:00:18.094177631Z
13,22474276,"['cosmos1mxs4mdhsmksft5xv6c2n2jshhujmrgztvz7qua', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '43861201', 'uatom']",2024-10-04T18:04:28.160272519Z
00,22474277,[]
00,22474278,[]
00,22474279,[]
00,22474280,[]
14,22474281,"['cosmos1dy3w4l7k99q2mansktr8ld56vu8pcwhljhuthl', 'osmo1dy3w4l7k99q2mansktr8ld56vu8pcwhl6v0mpd', '1070159262', 'uatom']",2024-10-04T18:04:58.691245868Z
00,22474282,[]
15,22474283,"['cosmos1tgsxzeevrej08lymkcxzsyxarlxydj6cs72ujz', 'kujira1tgsxzeevrej08lymkcxzsyxarlxydj6cpkgylg', '11000000', 'uatom']"
00,22474284,[]
00,22474285,[]
00,22474286,[]
00,22474287,[]
00,22474288,[]
16,22474289,"['cosmos1yl5t7dh4mnr0u670z56g5zgsg6t4p280utcw23', 'osmo1yl5t7dh4mnr0u670z56g5zgsg6t4p2805st7ur', '440000', 'uatom']",2024-10-04T18:05:48.185951236Z
00,22474290,[]
00,22474291,[]
00,22474292,[]
00,22474293,[]
00,22474294,[]
00,22474295,[]
00,22474296,[]
17,22474297,"['osmo1dy3w4l7k99q2mansktr8ld56vu8pcwhl6v0mpd', 'cosmos1dy3w4l7k99q2mansktr8ld56vu8pcwhljhuthl', '1070100542', 'transfer/channel-0/uatom']"
00,22474298,[]
00,22474299,[]
00,22474300,[]
00,22474301,[]
18,22474302,"['osmo18c4e7tesz34uz9lsf5rjpwq688dc3k2j47nzr9', 'cosmos18c4e7tesz34uz9lsf5rjpwq688dc3k2ja9qj4h', '13778555', 'transfer/channel-0/uatom']"
00,22474303,[]
00,22474304,[]
00,22474305,[]
00,22474306,[]
19,22474307,"['cosmos1tydt0ntcc5gdms4reuevj74dm8wpxlkmxmcfh9', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '2500000', 'uatom']",2024-10-04T18:07:36.687106288Z
20,22474308,"['osmo1ea70t23rmxtq3uvejztgzgdu4l6atvnveprqtp', 'cosmos1ea70t23rmxtq3uvejztgzgdu4l6atvnv36ssan', '1305564', 'transfer/channel-0/uatom']"
21,22474309,"['cosmos1zvyfanwag3454az0prens2wl97z5e8rfaammuu', 'swth1zvyfanwag3454az0prens2wl97z5e8rfzr3d09', '750000000', 'uatom']"
22,22474310,"['stars1yt60r2kdt96s5qnacd627fpa5c5xjn9gqtq6nh', 'cosmos1yt60r2kdt96s5qnacd627fpa5c5xjn9g5hh8cx', '20000000', 'transfer/channel-239/uatom']"
00,22474311,[]
00,22474312,[]
00,22474313,[]
00,22474314,[]
00,22474315,[]
00,22474316,[]
00,22474317,[]
00,22474318,[]
00,22474319,[]
24,22474320,"['cosmos10maww4mrlj23atuckhljzdt3zfwu7040tzgq4k', 'osmo10maww4mrlj23atuckhljzdt3zfwu7040remsry', '100000', 'uatom']",2024-10-04T18:08:56.600719286Z
24,22474320,"['cosmos17tezrldmd74g250jd9njxvda3a7u3lvsqn3m46', 'neutron1w86w2m2hhvz3pg6jqkpd3ww20gegmp0zes5kyl6a6kgjx4vtc4aqjml70v', '500', 'uatom']"
00,22474321,[]
00,22474322,[]
00,22474323,[]
00,22474324,[]
00,22474325,[]
00,22474326,[]
00,22474327,[]
25,22474328,"['osmo10maww4mrlj23atuckhljzdt3zfwu7040remsry', 'cosmos1r5fhx5kppww6kady4mkp464zhdg6v7vkxzrn4r', '100000', 'transfer/channel-0/uatom']"
00,22474329,[]
26,22474330,"['osmo1fe4mvh5f7t0830fwcucuulj5w22vxtecu04w7t', 'cosmos1fe4mvh5f7t0830fwcucuulj5w22vxtec55x7ge', '11144841', 'transfer/channel-0/uatom']"
00,22474331,[]
00,22474332,[]
00,22474333,[]
00,22474334,[]
00,22474335,[]
00,22474336,[]
00,22474337,[]
00,22474338,[]
00,22474339,[]
00,22474340,[]
00,22474341,[]
00,22474342,[]
00,22474343,[]
00,22474344,[]
00,22474345,[]
00,22474346,[]
00,22474347,[]
27,22474348,"['cosmos1cnr6nd3h2zfj4x3vhx8a7fej3q9yrhjv0zl0l7', 'inj1avq0qwqzvxvrqgahw0uk2kmsqmtx28v0yz9945', '49045532', 'uatom']"
00,22474349,[]
00,22474350,[]
28,22474351,"['crc1yzcfqh5y30tff9qmg3tc9xau9fplsmryxlwx9j', 'cosmos1l86xukrszv7zldxp9ank056vmcm00y96lasy68', '159399830', 'transfer/channel-1/uatom']"
00,22474352,[]
29,22474353,"['osmo1zpc5e4zxq36w9cr596ayvpp9my0t7gt96kt48n', 'cosmos1zpc5e4zxq36w9cr596ayvpp9my0t7gt9jdc93p', '552704', 'transfer/channel-0/uatom']"
00,22474354,[]
00,22474355,[]
00,22474356,[]
00,22474357,[]
00,22474358,[]
30,22474359,"['cosmos1xuwl7x8htyl26t7pe3l0x6auj3j9jwd2zkdad9', 'osmo1xuwl7x8htyl26t7pe3l0x6auj3j9jwd22d7dmh', '37000000', 'uatom']",2024-10-04T18:12:46.132057851Z
00,22474360,[]
00,22474361,[]
00,22474362,[]
00,22474363,[]
31,22474364,"['cosmos1q8xc746sd0wtp559nf5avzmp80svj5xgkd7n2z', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '263630205', 'uatom']",2024-10-04T18:13:08.229593046Z
00,22474365,[]
00,22474366,[]
00,22474367,[]
00,22474368,[]
00,22474369,[]
00,22474370,[]
00,22474371,[]
32,22474372,"['cosmos1nwc426g80ffvc3x0n0skte59dpezg6n7yqgjwm', 'osmo1nwc426g80ffvc3x0n0skte59dpezg6n7vmmzcf', '1080166254', 'uatom']",2024-10-04T18:13:57.070061739Z
00,22474373,[]
00,22474374,[]
00,22474375,[]
00,22474376,[]
00,22474377,[]
00,22474378,[]
00,22474379,[]
33,22474380,"['cosmos1xnvuycukuex5eae336u7umrhfea9xndr0ksjlj', 'neutron1w86w2m2hhvz3pg6jqkpd3ww20gegmp0zes5kyl6a6kgjx4vtc4aqjml70v', '3000000000', 'uatom']"
34,22474381,"['osmo1t3jkdvvzf424pc2uu39nnnul09l4nq9n8w2y0y', 'cosmos1t3jkdvvzf424pc2uu39nnnul09l4nq9n04e5ek', '83334885', 'transfer/channel-0/uatom']"
00,22474382,[]
00,22474383,[]
00,22474384,[]
36,22474385,"['osmo1nwc426g80ffvc3x0n0skte59dpezg6n7vmmzcf', 'cosmos1nwc426g80ffvc3x0n0skte59dpezg6n7yqgjwm', '1080098069', 'transfer/channel-0/uatom']"
36,22474385,"['cosmos13qxy43qxwqjrgfzc7yu2m08tezs68rpprjd75q', 'neutron13qxy43qxwqjrgfzc7yu2m08tezs68rpp8dyuw8', '10000', 'uatom']"
00,22474386,[]
00,22474387,[]
00,22474388,[]
00,22474389,[]
00,22474390,[]
37,22474391,"['cosmos1y9ya09up4gasjywyh5kkywyhc3dpepxyqtemme', 'osmo1y9ya09up4gasjywyh5kkywyhc3dpepxygs2tdt', '4370168', 'uatom']",2024-10-04T18:15:51.640010392Z
38,22474392,"['cosmos13qxy43qxwqjrgfzc7yu2m08tezs68rpprjd75q', 'neutron13qxy43qxwqjrgfzc7yu2m08tezs68rpp8dyuw8', '10001', 'cosmosvaloper16k579jk6yt2cwmqx9dz5xvq9fug2tekvlu9qdv/55469']"
00,22474393,[]
40,22474394,"['osmo12mxqh2zpwectv5nyq7ufqxgwjzga7pvnvye6zu', 'cosmos12mxqh2zpwectv5nyq7ufqxgwjzga7pvnyl225w', '1000000', 'transfer/channel-0/uatom']"
40,22474394,"['cosmos1r020k5d5p9sc2ytpa38dt56vup8m42yax4ld6v', 'osmo1r020k5d5p9sc2ytpa38dt56vup8m42yawwvav7', '168252', 'uatom']",2024-10-04T18:16:09.998486919Z
00,22474395,[]
00,22474396,[]
00,22474397,[]
00,22474398,[]
41,22474399,"['cosmos1kyvrk86vxnl5uh7wh6x9tw2yyf92swxg306eyp', 'neutron16m3hjh7l04kap086jgwthduma0r5l0wh8kc6kaqk92ge9n5aqvys9q6lxr', '1408361', 'uatom']"
00,22474400,[]
00,22474401,[]
00,22474402,[]
43,22474403,"['osmo1x5djm7m8w9q23k365rvx8ye39lkxjv6nwmahzs', 'cosmos186kh7c0k0gh4ww0wh4jqc4yhzu7n7dhsxz59zl', '596000000', 'transfer/channel-0/uatom']"
43,22474403,"['cosmos12mxqh2zpwectv5nyq7ufqxgwjzga7pvnyl225w', 'neutron16m3hjh7l04kap086jgwthduma0r5l0wh8kc6kaqk92ge9n5aqvys9q6lxr', '1000000', 'uatom']"
44,22474404,"['cosmos1r020k5d5p9sc2ytpa38dt56vup8m42yax4ld6v', 'osmo1r020k5d5p9sc2ytpa38dt56vup8m42yawwvav7', '770000', 'uatom']",2024-10-04T18:17:12.31328178Z
45,22474405,"['osmo12afx74mey05dpllkxsaqexhyeljstnuvsaug5y', 'cosmos12afx74mey05dpllkxsaqexhyeljstnuvcx0czk', '361000000', 'transfer/channel-0/uatom']"
46,22474406,"['cosmos1da8q629920fzqrfws4qhhpd4x3xfdlvcaprjav', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '101814', 'uatom']",2024-10-04T18:17:24.459868683Z
00,22474407,[]
00,22474408,[]
00,22474409,[]
00,22474410,[]
00,22474411,[]
47,22474412,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos19gc940vdsl9tp5kvkzec7m8njlup7ay0cfwexn', '216209', 'transfer/channel-0/uatom']"
48,22474413,"['osmo1x5djm7m8w9q23k365rvx8ye39lkxjv6nwmahzs', 'cosmos186kh7c0k0gh4ww0wh4jqc4yhzu7n7dhsxz59zl', '1372000000', 'transfer/channel-0/uatom']"
00,22474414,[]
00,22474415,[]
49,22474416,"['cosmos10lhwra8pyu6j7q39prez3ytp584fw9asyged6v', 'neutron10lhwra8pyu6j7q39prez3ytp584fw9asqhs0qt', '23100000', 'uatom']"
00,22474417,[]
00,22474418,[]
50,22474419,"['cosmos19d9as4dm98sjkalg8hxv6dugvzprearudshuya', 'osmo19d9as4dm98sjkalg8hxv6dugvzprearu9tyvj0', '20560000', 'uatom']",2024-10-04T18:18:37.141917976Z
00,22474420,[]
00,22474421,[]
53,22474422,"['cosmos1esunx4eyglx6eueqqmvflp0cpxs5cme32xtazq', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '223952', 'uatom']",2024-10-04T18:18:55.871685052Z
53,22474422,"['dym1yxj3sf643txv89j4vyvudmvdy9nkfn56nrm9ca', 'cosmos1z5g2695gzfvg3askdx2jasflq97fz0eg5dvy0f', '10742000', 'transfer/channel-1/uatom']"
53,22474422,"['osmo1ugunw3klwumulrrwz6kezl4tleuvp5jj59jdwg', 'cosmos1ugunw3klwumulrrwz6kezl4tleuvp5jju7pac6', '388445', 'transfer/channel-0/uatom']"
54,22474423,"['osmo1x5djm7m8w9q23k365rvx8ye39lkxjv6nwmahzs', 'cosmos186kh7c0k0gh4ww0wh4jqc4yhzu7n7dhsxz59zl', '610000000', 'transfer/channel-0/uatom']"
00,22474424,[]
00,22474425,[]
56,22474426,"['cosmos197strm8yjjvf9y76l4d27pwm7qyx8l62n07jzr', 'inj1avq0qwqzvxvrqgahw0uk2kmsqmtx28v0yz9945', '49395633', 'uatom']"
56,22474426,"['cosmos10nt96eh40zaeumksgazxqadulrgay4tgp73plu', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '109000000', 'uatom']",2024-10-04T18:19:19.983442921Z
57,22474427,"['cosmos1z5g2695gzfvg3askdx2jasflq97fz0eg5dvy0f', 'osmo1z5g2695gzfvg3askdx2jasflq97fz0egukl5em', '10742000', 'uatom']",2024-10-04T18:19:25.999732362Z
58,22474428,"['cosmos1nmpee3zgezukl8m8s3xxpxvk0nhkrqshfjxm9f', 'osmo1nmpee3zgezukl8m8s3xxpxvk0nhkrqshpf4tnm', '1610000', 'uatom']",2024-10-04T18:19:32.051827534Z
00,22474429,[]
00,22474430,[]
59,22474431,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1jmn87cgp8yxxv58uq5texj7euuk3y84ynj3hhg', '7580405', 'transfer/channel-0/uatom']"
00,22474432,[]
00,22474433,[]
00,22474434,[]
00,22474435,[]
00,22474436,[]
60,22474437,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1y0zp55t2r707xyjkkr9vm5hyvm9tpw9l2qs6ua', '234', 'transfer/channel-0/uatom']"
00,22474438,[]
62,22474439,"['cosmos1y0zp55t2r707xyjkkr9vm5hyvm9tpw9l2qs6ua', 'stride1y0zp55t2r707xyjkkr9vm5hyvm9tpw9lftsxg3', '1152', 'transfer/channel-391/ustrd']"
62,22474439,"['cosmos1lytcf2hfv4ac925s5d0auhdha82ee86qrzl7zl', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '800000', 'uatom']",2024-10-04T18:20:40.400626288Z
00,22474440,[]
00,22474441,[]
00,22474442,[]
00,22474443,[]
00,22474444,[]
63,22474445,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1vmf4fr0aw0fzlwvx3d0rz386et7xp72y9lxpjs', '1179654', 'transfer/channel-0/uatom']"
00,22474446,[]
00,22474447,[]
00,22474448,[]
00,22474449,[]
00,22474450,[]
00,22474451,[]
00,22474452,[]
00,22474453,[]
00,22474454,[]
64,22474455,"['cosmos1e9n69mk2scahm7g8kwdgr8pcf4zhznfze7auea', 'osmo1e9n69mk2scahm7g8kwdgr8pcf4zhznfz39wv00', '13600000', 'uatom']",2024-10-04T18:22:14.02060336Z
00,22474456,[]
66,22474457,"['stride1ywtansy6ss0jtq8ckrcv6jzkps8yh8mfmvxqvv', 'cosmos1ap0mh6xzfn8943urr84q6ae7zfnar48am2erhd', '9', 'stuatom']"
66,22474457,"['stride1ywtansy6ss0jtq8ckrcv6jzkps8yh8mfmvxqvv', 'cosmos1ap0mh6xzfn8943urr84q6ae7zfnar48am2erhd', '5663424', 'ustrd']"
67,22474458,"['cosmos127mje67uu9k3zfcmphr89684std4m7sjgzwwuy', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '100000', 'uatom']",2024-10-04T18:22:32.824305104Z
00,22474459,[]
00,22474460,[]
00,22474461,[]
00,22474462,[]
00,22474463,[]
00,22474464,[]
00,22474465,[]
00,22474466,[]
00,22474467,[]
00,22474468,[]
00,22474469,[]
00,22474470,[]
68,22474471,"['cosmos1e55egljfk6vlj8gnashxxszqmmjh35x62um6gs', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '180000', 'uatom']",2024-10-04T18:23:47.952874984Z
00,22474472,[]
00,22474473,[]
00,22474474,[]
69,22474475,"['cosmos16l3mcxkf79hxcy8sfjpm6gu8el70m4dw22394d', 'osmo16l3mcxkf79hxcy8sfjpm6gu8el70m4dwz3z4rl', '21741745', 'uatom']",2024-10-04T18:24:10.510923616Z
00,22474476,[]
00,22474477,[]
72,22474478,"['cosmos16zk75ecu3j53l5kzwvh6e342wdrv50hdrqdnmc', 'osmo16zk75ecu3j53l5kzwvh6e342wdrv50hdtm7rd2', '2000000', 'uatom']",2024-10-04T18:24:28.789532763Z
72,22474478,"['osmo132utv2xspy0569x8yqla39tg406qwv9gyf4hxl', 'cosmos132utv2xspy0569x8yqla39tg406qwv9gvjx8sd', '102000000', 'transfer/channel-0/uatom']"
72,22474478,"['osmo16l3mcxkf79hxcy8sfjpm6gu8el70m4dwz3z4rl', 'cosmos16l3mcxkf79hxcy8sfjpm6gu8el70m4dw22394d', '21741745', 'transfer/channel-0/uatom']"
00,22474479,[]
00,22474480,[]
00,22474481,[]
73,22474482,"['dym1lpe9vvwaf0xqwkjer87mt583dttjmkt9agmzgq', 'cosmos132utv2xspy0569x8yqla39tg406qwv9gvjx8sd', '59766097', 'transfer/channel-1/uatom']"
00,22474483,[]
00,22474484,[]
74,22474485,"['cosmos16l3mcxkf79hxcy8sfjpm6gu8el70m4dw22394d', 'osmo16l3mcxkf79hxcy8sfjpm6gu8el70m4dwz3z4rl', '21755733', 'uatom']",2024-10-04T18:25:11.9921362Z
00,22474486,[]
00,22474487,[]
00,22474488,[]
76,22474489,"['cosmos1627s3veavzc3e934n4p2y6xdm25ggth599u63d', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '5000000', 'uatom']",2024-10-04T18:25:36.994014159Z
76,22474489,"['cosmos1ykj8yxwf0g4awt78lc3w5es3k0q5t2mfrlzf5u', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '10300000', 'uatom']",2024-10-04T18:25:36.994014159Z
77,22474490,"['cosmos16ktapmny5yu04xwfjmvqzw0tehwumst0es65h0', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '550000', 'uatom']",2024-10-04T18:25:42.982734406Z
78,22474491,"['cosmos16297jnyuad560qgty4m32ns82xqpel6apgfqm3', 'osmo16297jnyuad560qgty4m32ns82xqpel6afn6sdr', '15723388', 'uatom']",2024-10-04T18:25:48.970851758Z
00,22474492,[]
00,22474493,[]
00,22474494,[]
00,22474495,[]
00,22474496,[]
00,22474497,[]
00,22474498,[]
00,22474499,[]
00,22474500,[]
79,22474501,"['cosmos10nt96eh40zaeumksgazxqadulrgay4tgp73plu', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '1000000', 'uatom']",2024-10-04T18:26:49.283718939Z
00,22474502,[]
00,22474503,[]
80,22474504,"['neutron1ypejmkpfqrqmv5w7cscq874xf8rlggq722up2f', 'cosmos1ypejmkpfqrqmv5w7cscq874xf8rlggq7w44rsw', '2000000000', 'transfer/channel-1/uatom']"
00,22474505,[]
00,22474506,[]
81,22474507,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1splt5mnxwq2frjxewf9fwap0pfytt7ef9ch2kp', '11475427', 'transfer/channel-0/uatom']"
00,22474508,[]
00,22474509,[]
00,22474510,[]
00,22474511,[]
00,22474512,[]
00,22474513,[]
00,22474514,[]
82,22474515,"['cosmos12uffgpk9wfzl9anwtj26aecmu7qzp0wy76jkqx', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '100000000', 'uatom']",2024-10-04T18:28:14.339111496Z
00,22474516,[]
00,22474517,[]
84,22474518,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1sdx3cdcvkvygkq24tcsa9z2z4lkszfu4uepmg8', '6450753', 'transfer/channel-0/uatom']"
84,22474518,"['cosmos1zpc5e4zxq36w9cr596ayvpp9my0t7gt9jdc93p', 'neutron1zpc5e4zxq36w9cr596ayvpp9my0t7gt9kj38tx', '1900000', 'uatom']"
00,22474519,[]
00,22474520,[]
00,22474521,[]
00,22474522,[]
00,22474523,[]
00,22474524,[]
00,22474525,[]
00,22474526,[]
00,22474527,[]
00,22474528,[]
00,22474529,[]
00,22474530,[]
00,22474531,[]
00,22474532,[]
85,22474533,"['cosmos1syndrfyp73cqp3z0c2597xcvulfu4f49qxc2eg', 'inj1avq0qwqzvxvrqgahw0uk2kmsqmtx28v0yz9945', '49555758', 'uatom']"
00,22474534,[]
00,22474535,[]
00,22474536,[]
86,22474537,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1hj636v0a34rnwtqrcpejlsf2rsyfvgy8jhyq0j', '30504', 'transfer/channel-0/uatom']"
87,22474538,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos158nfxv2xjuq33kge3qyyxu4t0ejh0vercqkqk7', '2265327', 'transfer/channel-0/uatom']"
00,22474539,[]
00,22474540,[]
00,22474541,[]
00,22474542,[]
00,22474543,[]
00,22474544,[]
89,22474545,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1tp8pwy6f30jdveaghe9hhdavp2nhughx2w57jv', '28072', 'transfer/channel-0/uatom']"
89,22474545,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos14h70fuvrnz56aamlsej8c6wd5uj7rrg6e3ne3r', '6783798', 'transfer/channel-0/uatom']"
00,22474546,[]
00,22474547,[]
00,22474548,[]
00,22474549,[]
90,22474550,"['cosmos14a7s9r54kmw0ff207z2zlqhgknevc7zfn9fst9', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '60000', 'uatom']",2024-10-04T18:31:42.279545141Z
00,22474551,[]
00,22474552,[]
00,22474553,[]
00,22474554,[]
00,22474555,[]
00,22474556,[]
91,22474557,"['cosmos12uffgpk9wfzl9anwtj26aecmu7qzp0wy76jkqx', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '100000000', 'uatom']",2024-10-04T18:32:24.276371127Z
00,22474558,[]
92,22474559,"['osmo1w6c5ugmwfzyldtaqpkg7ka8le9uryyyet4uvjv', 'cosmos1w6c5ugmwfzyldtaqpkg7ka8le9uryyyerw0uy7', '681261', 'transfer/channel-0/uatom']"
00,22474560,[]
93,22474561,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1kzcwyku2gmzpyul5kjcddlgqjjvzle7ztmmwtp', '3592569', 'transfer/channel-0/uatom']"
00,22474562,[]
00,22474563,[]
94,22474564,"['osmo1x5djm7m8w9q23k365rvx8ye39lkxjv6nwmahzs', 'cosmos186kh7c0k0gh4ww0wh4jqc4yhzu7n7dhsxz59zl', '791000000', 'transfer/channel-0/uatom']"
00,22474565,[]
00,22474566,[]
97,22474567,"['cosmos1kc84fstwqem9w3jmryed52l4hf235na6rxzkhr', 'neutron1kc84fstwqem9w3jmryed52l4hf235na68et5dy', '690981251', 'uatom']"
97,22474567,"['cosmos12cufr2y9esc0kp2ldtfp6n674kf94uwf5qnxym', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '450000', 'uatom']",2024-10-04T18:33:23.149489263Z
97,22474567,"['cosmos1humgyaek6fqv76dkfj3em6r2a9kpzv0cd90ku0', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '10000000', 'uatom']",2024-10-04T18:33:23.149489263Z
99,22474568,"['cosmos18nmhmwmsu8902zpp0w6747mwvgj8shpsl7lemd', 'osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv', '550000', 'uatom']",2024-10-04T18:33:29.653741634Z
99,22474568,"['osmo1z24llw8lyafczgpza7qzdpmx273c4zxwjgl6qpu8ly34g3g9jd2q6vnd3t', 'cosmos1tp8pwy6f30jdveaghe9hhdavp2nhughx2w57jv', '19752', 'transfer/channel-0/uatom']"
00,22474569,[]
00,22474570,[]
00,22474571,[]
00,22474572,[]
00,22474573,[]
00,22474574,[]
100,22474575,"['osmo1g5tn2xq4m0ch0c7nxdr4usf08aqfnu2urxd2f3', 'cosmos1g5tn2xq4m0ch0c7nxdr4usf08aqfnu2uta76lr', '449360', 'transfer/channel-0/uatom']"
